"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"121516","10:30:59","19","19","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","12646","0"
"121416","21:30:02","24","24","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0","","1","3629","0"
"121416","22:29:15","22","22","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","11058","0"
"121416","21:27:40","21","21","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","62236","0"
"121416","22:27:01","6","6","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","11214","0"
"121416","22:26:46","16","16","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","22829","0"
"121516","03:27:02","20","20","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","5022","0"
"121516","03:26:42","5","5","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","14523","0"
"121516","03:26:49","11","11","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","6687","0"
"121516","14:26:16","15","15","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  what I thought the experimenter wanted me to do. ","1","7416","0"
"121416","20:25:54","1","1","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  what I thought the experimenter wanted me to do. ","1","24859","0"
"121416","22:25:59","7","7","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","11121","0"
"121516","03:25:43","3","3","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","10893","0"
"121416","21:26:03","17","17","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  how I personally felt about them. ","1","5546","0"
"121516","14:28:30","10","10","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  what I thought the experimenter wanted me to do. ","1","5916","0"
"121416","21:24:30","18","18","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0","","1","2570","0"
"121516","16:23:09","9","9","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0"," I responded to the faces based on  what I thought the experimenter wanted me to do. ","1","4098","0"
"121516","03:19:53","11","11","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0","","1","0","0"
"121416","21:19:14","13","13","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0","","1","7353","0"
"121516","14:18:09","4","4","4.0.9.0","1","1","","demand_compliance","0","0","0","0","0","0","","1","0","0"
